UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I
9400670208,3071,0,0,11,0,0,380,0,2691,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,10,0.07,1,7,0,0,0,0,0,0,0
9400670416,2392,0,0,8,0,0,0,0,2392,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.57,108,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,8,0.07,0,10,0,0,0,0,0,0,0
9400671786,2093,0,0,7,0,0,0,0,2093,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,43,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,0,0,0,0,0,0
9400672441,6279,0,0,21,0,0,0,0,6279,0,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,21,0.09,0,12,0,0,0,0,0,0,0
9400674814,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,26,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,5,0,3,1,0,0,0,0
9400675695,2392,0,0,8,0,0,0,0,2392,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.44,104,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,8,0,0,0,0,0,0,0
9400676419,3887,0,0,13,0,0,0,0,3887,0,0,13,0,0,0,0,0,0,0,7,0,0,1,0,0,7,0,0,0,0,0,0,0,,,,17,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,13,0.08,0,12,0,0,0,0,0,0,0
9400680643,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,5,0,0,0,0,0,0,0
9400681056,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,SP22,M4,D16,VP 1,0,1,9,0.07,0,9,0,0,0,0,0,0,0
9400682040,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,106,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,1,5,0.02,1,4,0,0,0,0,0,0,0
9400683990,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,106,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,5,0,1,0,0,0,0,0
9400687738,1576,0,0,6,0,0,380,0,1196,1,1,4,5,0,0,0,0,0,165,0,0,0,2,0,8,0,0,0,0,0,0,0,0,,,,51,Large Business,Multinational Banks,SP32,M19,D14,VP 2,SP32,M18,D18,VP 1,0,1,5,0.07,0,9,0,0,0,10,0,0,0
9400690663,2392,0,0,8,0,0,0,0,2392,0,0,8,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.58,0,0.42,21,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,8,0.07,0,7,0,0,0,0,0,0,0
9400692411,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,70,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,5,0,0,0,0,0,0,0
9400693462,2971,0,0,9,0,0,0,579,2392,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,75,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,8,0.08,0,8,0,0,0,0,0,0,0
9400694200,3887,0,0,13,0,0,0,0,3887,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.07,96,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,1,13,0.08,0,13,0,0,0,0,0,0,0
9400694601,4267,0,0,15,0,0,380,0,3887,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0,1,14,0.1,1,13,0,0,0,0,0,0,0
9400695697,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,104,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.04,0,5,0,2,2,0,0,0,0
9400699786,6958,0,0,24,0,0,380,0,6578,1,1,22,0,0,0,0,829,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,,,,56,Small Business,Small Business,SP60,M9,D7,VP 2,SP60,M9,D10,VP 1,0,1,23,0.31,1,22,0,7,0,14,0,0,0
9400701953,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,103,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400702019,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,103,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,0,0,0,0,0,0
9400702051,3289,0,0,11,0,0,0,0,3289,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,11,0.07,0,7,0,0,0,0,0,0,0
9400706640,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,41,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,9,0.07,0,9,0,1,0,0,0,0,0
9400707351,4865,0,0,17,0,0,380,0,4485,1,1,15,1,0,0,0,0,0,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,,,,97,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,16,0.08,1,16,0,0,0,17,0,0,0
9400710298,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,97,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,5,0,0,0,0,0,0,0
9400712093,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.89,0,0.11,75,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400714034,10546,0,0,36,0,0,380,0,10166,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.88,0.03,,Large Business,Credit Unions,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0,1,35,0.24,1,34,0,1,0,0,0,0,0
9400714874,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,101,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400715147,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.86,0,0.14,75,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,0,0,0,0,0,0
9400716576,1775,0,0,5,0,0,0,579,1196,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,88,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,4,0.02,0,4,1,0,0,0,0,0,0
9400720168,5382,0,0,18,0,0,0,0,5382,0,0,18,1,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0.79,0,0.21,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,18,0.07,0,5,0,2,0,0,0,0,0
9400721043,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,99,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,2,0,0,0,0,0
9400725446,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.29,71,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400725598,6061,0,0,21,0,0,380,0,5681,1,1,19,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,55,Small Business,Small Business,SP119,M9,D7,VP 2,SP119,M9,D10,VP 1,0,1,20,0.12,1,20,0,0,0,0,0,0,0
9400727210,6279,0,0,21,0,0,0,0,6279,0,0,21,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.81,0,0.19,33,Small Business,Small Business,SP95,M8,D6,VP 2,SP95,M5,D16,VP 1,0,1,21,0.17,0,18,0,0,0,0,0,0,0
9400727442,3968,0,0,14,0,0,380,0,3588,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,56,Large Business,Multinational Banks,SP76,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,13,0.1,1,12,0,1,0,0,0,0,0
9400728250,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,98,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400730903,8372,0,0,28,0,0,0,0,8372,0,0,28,0,0,0,0,0,0,2130,2,0,0,0,0,18,2,0,0,0,0,0,0,0,0.96,0,0.04,97,Large Business,Credit Unions,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0,1,27,0.24,0,28,0,0,0,19,0,0,0
9400731382,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,692,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,94,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,5,0,4,0,0,0,0,0
9400733487,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,97,Small Business,Small Business,SP37,M8,D6,VP 2,SP37,M5,D16,VP 1,0,1,9,0.08,0,8,0,0,0,0,0,0,0
9400733493,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,97,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,5,0,0,0,0,0,0,0
9400733879,1495,0,0,5,0,0,0,0,1495,0,0,5,0,3,0,0,1312,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.71,0,0.29,97,Small Business,Small Business,SP129,M3,D3,VP 2,SP129,M3,D16,VP 1,0,1,5,0.01,0,1,0,0,0,0,0,0,0
9400735963,2696,0,0,6,0,0,380,2316,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,94,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,1,0,1,0,4,0,0,0,0,0,0
9400740346,1495,0,0,5,0,0,0,0,1495,0,0,5,0,1,0,0,672,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.63,0.25,0.13,97,Small Business,Small Business,SP74,M20,D15,VP 2,SP94,M4,D16,VP 1,0,1,5,0.03,0,4,0,0,0,0,0,0,0
9400743371,5382,0,0,18,0,0,0,0,5382,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP95,M8,D6,VP 2,SP95,M5,D16,VP 1,0,1,18,0.08,0,18,0,0,0,0,0,0,0
9400749261,7475,0,0,25,0,0,0,0,7475,0,0,25,0,1,0,0,219,0,2784,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0.95,0,0.05,46,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,SP10,M11,D10,VP 1,0,1,25,0.36,0,23,0,8,0,17,0,0,0
9400751580,7475,0,0,25,0,0,0,0,7475,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0,1,25,0.24,0,25,0,0,0,0,0,0,0
9400753358,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.57,0,0.43,18,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.04,0,5,0,2,1,0,0,0,0
9400754551,1794,0,0,6,0,0,0,0,1794,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,59,Small Business,,SP23,M6,D4,VP 2,SP23,M22,D1,VP 1,0,1,6,0.1,0,5,0,0,0,0,0,0,0
9400758505,2093,0,0,7,0,0,0,0,2093,0,0,7,0,1,0,0,225,294,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.89,0,0.11,94,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,6,0,0,0,0,0,0,0
9400761997,2990,0,0,10,0,0,0,0,2990,0,0,10,1,1,0,0,226,225,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.91,0,0.09,36,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,10,0.08,0,10,0,2,3,0,0,0,0
9400764546,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,88,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,6,0,0,0,0,0,0,0
9400766928,3289,0,0,11,0,0,0,0,3289,0,0,11,0,2,0,0,774,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,92,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,11,0.07,0,9,0,11,0,0,0,0,0
9400768514,1495,0,0,5,0,0,0,0,1495,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0.5,69,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.04,0,4,0,0,0,0,0,0,0
9400768712,9568,0,0,32,0,0,0,0,9568,0,0,32,0,7,0,0,4869.4,0,2613.6,0,0,0,33,0,18,0,0,0,0,0,0,0,0,0.97,0,0.03,36,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,32,0.17,0,25,0,2,0,19,0,0,0
9400770268,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,1,4,0,0,0,0,0,0,0
9400772571,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,92,Large Business,Credit Unions,SP62,M19,D14,VP 2,SP62,M18,D18,VP 1,0,1,5,0.07,0,5,0,0,0,0,0,0,0
9400772674,3289,0,0,11,0,0,0,0,3289,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0.24,33,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,11,0.07,0,9,0,0,0,0,0,0,0
9400772781,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.93,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.02,0,8,0,0,0,0,0,0,0
9400775286,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,56,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,0,0,0,0,0,0
9400776623,7475,0,0,25,0,0,0,0,7475,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0,1,25,0.31,0,24,0,0,0,0,0,0,0
9400780505,2772,0,0,10,0,0,380,0,2392,1,1,8,0,0,0,0,19,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,,,,19,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,9,0.07,1,8,0,9,0,0,0,0,0
9400781834,6279,0,0,21,0,0,0,0,6279,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.19,91,Small Business,Small Business,SP133,M9,D7,VP 2,SP133,M9,D10,VP 1,0,1,21,0.31,0,21,0,0,0,0,0,0,0
9400783470,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,0,0,0,0,0,0
9400785192,2990,0,0,10,0,0,0,0,2990,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,24,Small Business,Small Business,SP95,M8,D6,VP 2,Unassigned,Unassigned,Unassigned,Unassigned,0,1,10,0.08,0,12,0,16,0,0,0,0,0
9400786597,1495,0,0,5,0,0,0,0,1495,0,0,5,0,1,0,0,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,89,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,SP109,M4,D16,VP 1,0,1,5,0.02,0,4,0,2,0,0,0,0,0
9400786903,2074,0,0,6,0,0,0,579,1495,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,86,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,1,5,0.02,0,5,1,0,0,0,0,0,0
9400787642,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,75,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,7,0,0,0,0,0,0,0
9400787813,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,1,5,0,2,0,0,0,0,0
9400788324,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,90,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,5,0,0,0,0,0
9400789631,3370,0,0,12,0,0,380,0,2990,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,89,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,11,0.08,1,10,0,0,0,0,0,0,0
9400791529,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,44,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.1,1,6,0,1,0,0,1,0,0
9400793318,2093,0,0,7,0,0,0,0,2093,0,0,7,0,1,0,0,226,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,46,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.07,0,6,0,0,0,0,0,0,0
9400794170,3887,0,0,13,0,0,0,0,3887,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,41,Small Business,Small Business,SP95,M8,D6,VP 2,SP95,M5,D16,VP 1,0,1,13,0.08,0,14,0,0,0,0,0,0,0
9400795446,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.57,0,0.43,87,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,7,0,0,0,0,0,0,0
9400795496,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,71,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400800622,2990,0,0,10,0,0,0,0,2990,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.09,84,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,10,0.07,0,10,0,0,0,0,0,0,0
9400802680,4267,0,0,15,0,0,380,0,3887,1,1,13,0,2,0,0,253,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.92,0,0.08,14,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,14,0.08,1,10,0,16,0,0,0,0,0
9400821065,3289,0,0,11,0,0,0,0,3289,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0,0.07,84,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,1,11,0.08,0,11,0,0,0,0,0,0,0
9400824605,2373,0,0,7,0,0,0,579,1794,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,6,0.08,0,6,1,0,0,0,0,0,0
9400825868,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,78,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.07,0,6,0,0,0,0,0,0,0
9400828250,3588,0,0,12,0,0,0,0,3588,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP133,M9,D7,VP 2,SP133,M9,D10,VP 1,0,1,12,0.13,0,10,0,0,0,0,0,0,0
9400830914,2392,0,0,8,0,0,0,0,2392,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0.27,84,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,8,0.07,0,7,0,0,0,0,0,0,0
