UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I,Attrition_Flag
9100621677,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,,,,131,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,1,3,0,3,0,0,0,0,0,0
9100622289,3588,0,0,12,0,0,0,0,3588,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.91,,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,12,0.099,0,12,0,4,0,0,0,0,0,1
9100623082,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,216,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100623440,5980,0,0,20,0,0,0,0,5980,0,0,20,0,0,0,0,794,0,1993.6,0,0,0,9,0,17,0,0,0,0,0,0,0,0,,,,177,Large Business,Multinational Banks,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0,1,20,0.13,0,20,0,3,0,17,0,0,0,0
9100624408,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.8,0,0.2,77,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,1,6,0,0,0,0,0,0,0,0
9100625818,2392,0,0,8,0,0,0,0,2392,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,216,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,8,0.066,0,8,0,0,0,0,0,0,0,0
9100627444,6360,0,0,22,0,0,380,0,5980,1,1,20,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0.96,0.04,0,132,Small Business,Small Business,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0,1,21,0.313,1,19,0,0,0,0,0,0,0,0
9100628953,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.13,116,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100630326,2093,0,0,7,0,0,0,0,2093,0,0,7,1,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0.82,0,0.18,79,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.099,0,8,0,0,0,0,3,0,0,0
9100630818,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,33,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100630868,3588,0,0,12,0,0,0,0,3588,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.07,,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,12,0.077,0,12,0,0,0,0,0,0,0,0
9100632786,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,202,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100634966,2864,0,0,9,0,0,380,690,1794,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0,1,7,0.101,1,6,1,0,0,0,0,0,0,1
9100636453,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,215,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,1,4,0,0,0,0,0,0,0,0
9100637601,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,21,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,0,0,0,0,0,0,0
9100637684,2672,0,0,8,0,0,0,579,2093,0,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.14,0.73,0.12,214,Small Business,Small Business,SP110,M9,D7,VP 2,SP110,M9,D10,VP 1,0,1,7,0.124,0,7,1,0,0,0,0,0,0,0
9100641135,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,166,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100643356,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,2354,0,0,2,0,0,15,0,0,2,0,0,0,0,0,0,0,,,,214,Large Business,Credit Unions,SP43,M11,D8,VP 2,SP43,M11,D10,VP 1,0,1,5,0.078,1,2,0,1,0,0,0,0,0,0
9100644185,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,214,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100644810,3887,0,0,13,0,0,0,0,3887,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.07,214,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,1,13,0.077,0,12,0,0,0,0,0,0,0,0
9100644927,1495,0,0,5,0,0,0,0,1495,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.67,0,0.33,214,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,4,0,0,0,0,0,0,0,1
9100645262,4566,0,0,16,0,0,380,0,4186,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,209,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,1,15,0.077,1,14,0,0,0,0,0,0,0,0
9100645875,2990,0,0,10,0,0,0,0,2990,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,97,Small Business,Small Business,SP54,M8,D6,VP 2,SP54,M5,D16,VP 1,0,1,10,0.077,0,10,0,1,0,0,0,0,0,0
9100646923,3289,0,0,11,0,0,0,0,3289,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,38,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,11,0.077,0,11,0,0,0,0,0,0,0,0
9100647461,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.86,0,0.14,58,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,0,7,0,1,0,5,0,0,0,0
9100648753,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.13,53,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,0,0,0,0,0,0,0
9100648812,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.09,188,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,6,0,0,0,0,0,0
9100648964,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,181,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,0,0,0,0,0,0,0
9100649876,8733,0,0,29,0,0,380,579,7774,1,2,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.67,17,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0,1,21,0.276,1,23,1,0,0,0,0,0,0,0
9100650967,2074,0,0,6,0,0,0,579,1495,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,46,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,1,0,0,0,0,0,0,0
9100653584,1495,0,0,5,0,0,0,0,1495,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,3,0.015,0,6,0,0,0,0,0,0,0,0
9100654415,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,40,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100655344,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,204,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,0,0,0,0,0,0,0
9100655673,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,1
9100655691,5083,0,0,17,0,0,0,0,5083,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.15,213,Small Business,Small Business,SP95,M8,D6,VP 2,SP95,M5,D16,VP 1,0,1,17,0.077,0,16,0,0,0,0,0,0,0,0
9100659656,4186,0,0,14,0,0,0,0,4186,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.08,166,Large Business,Credit Unions,SP62,M19,D14,VP 2,SP62,M18,D18,VP 1,0,1,14,0.23,0,14,0,0,0,0,0,0,0,0
9100660052,3588,0,0,12,0,0,0,0,3588,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,212,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,12,0.066,0,12,0,0,0,0,0,0,0,0
9100660317,4566,0,0,16,0,0,380,0,4186,1,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,198,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,15,0.077,1,13,0,2,0,0,0,0,0,0
9100662931,2093,0,0,7,0,0,0,0,2093,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,212,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,0,5,0,0,0,0,0,0,0,0
9100664313,2473,0,0,9,0,0,380,0,2093,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.13,210,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,8,0.066,1,7,0,1,0,0,0,0,0,0
9100665282,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,101,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.63,0,0.38,212,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,1,4,0,2,0,0,0,0,0,0
9100669555,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,71,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,0,7,0,0,0,0,0,0,0,0
9100670270,1794,0,0,6,0,0,0,0,1794,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,16,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,SP4,M3,D16,VP 1,0,1,6,0.066,0,3,0,0,0,0,0,0,0,0
9100670880,2174,0,0,8,0,0,380,0,1794,1,1,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,150,Large Business,Investment Firms,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.099,1,6,0,0,0,0,14,0,0,0
9100671317,3071,0,0,11,0,0,380,0,2691,1,1,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.29,87,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,10,0.066,1,9,0,0,0,0,0,0,0,0
9100672738,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0,0.3,211,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,0,7,0,0,0,0,0,0,0,0
9100673564,2772,0,0,10,0,0,380,0,2392,1,1,8,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0.03,0.02,0.95,128,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,8,0.099,1,8,0,0,0,0,4,0,0,1
9100674601,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,1,5,0,0,0,0,0,0,0,0
9100675278,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.42,76,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100675698,3289,0,0,11,0,0,0,0,3289,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0.21,54,Small Business,Small Business,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0,1,11,0.124,0,11,0,0,0,0,0,0,0,0
9100676596,6279,0,0,21,0,0,0,0,6279,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0.18,180,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,21,0.363,0,19,0,0,0,0,0,0,0,0
9100676629,1576,0,0,6,0,0,380,0,1196,1,1,4,0,4,0,0,2128,0,0,4,0,0,14,0,0,4,0,0,0,0,0,0,0,,,,211,Small Business,Small Business,SP109,M20,D15,VP 2,SP109,M4,D16,VP 1,0,1,5,0.028,1,0,0,0,0,0,4,0,0,0
9100676970,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,144,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,7,0.066,0,7,0,0,0,0,0,0,0,0
9100677420,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.69,0,0.31,26,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,4,0,0,0,0,0,0,0,0
9100679542,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,210,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100681581,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,204,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.099,0,6,0,0,0,0,0,0,0,0
9100681774,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,148,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,0,0,0,0,0,0,0
9100682210,2990,0,0,10,0,0,0,0,2990,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.91,0,0.09,133,Small Business,Small Business,SP37,M8,D6,VP 2,SP37,M5,D16,VP 1,0,1,10,0.077,0,10,0,0,0,0,0,0,0,0
9100685193,3289,0,0,11,0,0,0,0,3289,0,0,11,0,2,0,0,475,0,0,7,0,0,4,0,0,7,0,0,0,0,0,0,0,0.7,0,0.3,210,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,11,0.099,0,9,0,0,0,0,0,0,0,0
9100687086,1875,0,0,7,0,0,380,0,1495,1,1,5,0,3,0,0,1582,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,209,Small Business,Small Business,SP74,M20,D15,VP 2,SP94,M4,D16,VP 1,0,1,6,0.06,1,3,0,0,0,0,0,0,0,0
9100691098,3289,0,0,11,0,0,0,0,3289,0,0,11,0,1,0,0,976,0,0,4,0,0,8,0,0,4,0,0,0,0,0,0,0,0.78,0,0.22,63,Small Business,Small Business,SP92,M8,D6,VP 2,SP132,M5,D16,VP 1,0,1,11,0.077,0,9,0,7,0,0,0,0,0,0
9100691320,2772,0,0,10,0,0,380,0,2392,1,1,8,0,1,0,0,97,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,85,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,9,0.099,1,7,0,0,0,0,0,0,0,0
9100691925,8372,0,0,28,0,0,0,0,8372,0,0,28,0,1,0,0,387,7885.8,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,SP50,M9,D7,VP 2,SP50,M9,D10,VP 1,0,1,28,0.313,0,27,0,8,2,0,0,0,0,1
9100692043,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,209,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.099,0,6,0,0,0,0,0,0,0,0
9100695945,1875,0,0,7,0,0,380,0,1495,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,1,4,0,0,0,0,0,0,0,0
9100696513,2691,0,0,9,0,0,0,0,2691,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,36,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,9,0.066,1,10,0,1,0,0,0,0,0,1
9100697838,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,208,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100698946,2093,0,0,7,0,0,0,0,2093,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,159,Small Business,Small Business,SP54,M8,D6,VP 2,SP54,M5,D16,VP 1,0,1,7,0.077,0,7,0,0,0,0,0,0,0,0
9100700334,3071,0,0,11,0,0,380,0,2691,1,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,208,Small Business,Small Business,SP53,M8,D6,VP 2,SP46,M5,D16,VP 1,0,1,10,0.077,1,9,0,0,0,0,1,0,0,0
9100700521,4485,0,0,15,0,0,0,0,4485,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.08,208,Small Business,Small Business,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0,1,15,0.101,0,15,0,0,0,0,0,0,0,0
9100700529,3370,0,0,12,0,0,380,0,2990,1,1,10,0,0,0,0,752,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.56,0.33,0.11,22,Small Business,Small Business,SP74,M20,D15,VP 2,SP94,M4,D16,VP 1,0,1,11,0.06,1,10,0,14,2,0,0,0,0,0
9100700647,3588,0,0,12,0,0,0,0,3588,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.75,0,0.25,40,Large Business,Credit Unions,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,1,12,0.108,0,12,0,2,0,0,0,0,0,0
9100701179,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,188,Small Business,,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0,1,5,0,0,5,0,0,0,0,0,0,0,0
9100702359,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,208,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100704103,3071,0,0,11,0,0,380,0,2691,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.78,0.11,0.11,,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,9,0.077,1,8,0,0,0,0,0,0,0,0
9100704206,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,193,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,4,0.015,0,4,0,0,0,0,0,0,0,0
9100704426,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.43,38,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
9100704939,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,197,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.038,0,5,0,0,0,2,0,0,0,0
9100705714,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,101,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,,,,206,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,SP7,M3,D16,VP 1,0,1,6,0.066,1,5,0,4,0,0,0,0,0,0
9100706045,1794,0,0,6,0,0,0,0,1794,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,183,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,6,0.066,0,6,0,0,0,0,0,0,0,0
9100706056,3289,0,0,11,0,0,0,0,3289,0,0,11,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0,0.3,102,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,1,11,0.077,0,15,0,0,0,0,0,0,0,0
